city,area,name,phone,address,meal,time,lat,lon
台北市,中正區,康樂意小吃店,,台北市中正區汀州路二段46號,"青江菜包,肉包,豆沙包",07:00-13:00 週日公休,25.0252533,121.5178521
台北市,中正區,台大麵店,02-2367-0355,台北市中正區汀州路三段165號,"沙茶魚餃,乾麵,青菜,蛋炒飯,小菜",11:30-14:00 16:30-21:30,25.0152949,121.532295
台北市,中正區,劉家水煎包,02-2362-7826,台北市中正區汀州路三段189號,元寶水煎包,17:00-22:00,25.0146666,121.5330895
台北市,中正區,兄弟蚵仔麵線,02-2367-1335,台北市中正區汀州路三段235號,蚵仔麵線,10:00-20:30 週一公休,25.013966,121.534037
台北市,中正區,龍潭豆花,,台北市中正區汀州路三段237號,"公館超人氣豆花,花生豆花",11:00-23:30 週一公休,25.0139419,121.534071
台北市,中正區,公館包餡雞蛋糕,,台北市中正區汀州路三段253號,"紅豆雞蛋糕,原味雞蛋糕,奶油雞蛋糕",下午到傍晚,25.0130544,121.5351257
台北市,中正區,正客家魷魚羹,02-2367-0525,台北市中正區汀州路三段289號,客家魷魚羹,06:50-19:30,25.0121197,121.5356769
台北市,中正區,舊漫窯烤蔥油餅,02-2368-1420,台北市中正區汀州路三段305號,"蔥油餅加蛋,蘿蔔絲餅,豆漿",11:00-21:00,25.011743,121.535942
台北市,中正區,汀洲路無名肉粥,,台北市中正區汀洲路一段90號 (汀洲路跟西藏路口),"香菇肉粥,海產粥,肉雞捲,紅燒肉",06:00-賣完(約11:30),25.0303324,121.507379
台北市,中正區,龍哥無骨雞腿排,0917-943277,台北市中正區汀洲路三段180號 對面 (水源市場後面攤位),無骨雞腿排,18:30-24:00 週三公休,25.0421407,121.5198716
台北市,中正區,閣樓寶藏巖青年會所,02-2364-5313#500,台北市中正區汀洲路三段230巷38-2號,"天空房,遠方房,記憶房",09:00-18:00,25.010407,121.531887
台北市,中正區,隆記菜飯,02-2331-5078,台北市中正區延平南路101巷1號,"芋乃鴨,鍋菜飯,臭豆腐,醉豬腳,嗆蟹",11:00-14:00 17:00-21:00(每月第三個週末公休),25.04268,121.510897
台北市,中正區,小南門福州傻瓜乾麵,02-2311-6285,台北市中正區延平南路153號,"傻瓜麵,招牌湯",週一至六 06:00-00:30 週日07:00-21:30,25.0354581,121.5077814
台北市,中正區,郁坊小館,02-2331-1117,台北市中正區延平南路163巷2號,"八寶鴨,蛤蜊嵌肉,豆沙鍋餅",11:00-14:00 17:00-20:30,25.0350966,121.5077553
台北市,中正區,鄭記豬腳飯,,台北市中正區延平南路22號,"東坡肉飯,牛蒡天婦羅,滷大腸頭",11:00-20:00 週日公休,25.0468719,121.510883
台北市,中正區,添好運,02-2370-7078,台北市中正區忠孝西路一段36號,"四大天王(香煎蘿蔔糕,香滑馬來糕,黃沙豬潤腸,酥皮焗叉燒包),鮮蝦燒賣皇,煎蛋牛肉飯,鮮蝦菠菜餃",10:00-22:00,25.0459945,121.5167663
台北市,中正區,阜杭豆漿,02-2392-2175,台北市中正區忠孝東路一段108號2樓 (華山市場),"薄燒餅油條,豆漿,厚燒餅夾蛋,鹹豆漿,厚燒餅,烤胡椒餅,甜酥餅",05:30-12:30 週一公休,25.0442251,121.5248293
台北市,中正區,台北喜來登大飯店 The Lounge,02-2321-1818,台北市中正區忠孝東路一段12號1樓,牛肉麵,10:00-01:00,25.0449723,121.522054
台北市,中正區,以馬內利鮮魚湯,02-2351-5378,台北市中正區杭州南路一段11巷,"鮮魚湯加乾麵,炒麵,炒米粉",07:00~19:00一至五 07:00~14:00 (週六) 週週日公休,25.043123,121.5277936
台北市,中正區,龍泰創意烘焙,02-2392-4578,台北市中正區杭州南路一段145-2號,北海道牛奶紅豆蛋糕,07:00-22:00 週日07:30-17:00,25.0360459,121.5246257
台北市,中正區,盛園豆漿,02-2351-8527,台北市中正區杭州南路二段55巷臨一號,"香酥燒餅油條,豆漿小籠湯包,蜜糖酥餅",04:00-11:00,25.032605,121.5228848
台北市,中正區,劉媽媽飯糰 (100大美食),02-3393-6915,台北市中正區杭州南路二段88號,"超爆料紫米飯糰,海陸總匯飯糰",平日06:00-11:00 假日06:00-11:30 每月最後一個週一公休,25.0294065,121.5218451
台北市,中正區,龍門客棧餃子館,02-2351-0729,台北市中正區林森南路61巷19號,"餃子,滷菜",17:00-2400 每月第二、四個週六公休,25.039721,121.5229528
台北市,中正區,台北美味小館,02-2321-5939,台北市中正區林森南路61巷9號,"上海菜飯,鍋燒獅子頭,苦盡甘來,黃悶雞,東坡肉,避風塘軟殼蟹,蒜香中卷,海鮮豆腐煲",11:00-14:00 17:00-21:00,25.0398014,121.5225358
台北市,中正區,清真馬叔餅舖,02-2396-2788,台北市中正區金山南路一段119號,"芝麻醬燒餅,燒餅夾肉,桂花酸梅",07:30-16:00 週五公休,25.0362464,121.5279062
台北市,中正區,興記食品,02-2341-2214,台北市中正區金山南路一段120號,"港式點心,包子,饅頭,家常小菜,手工水餃(高麗菜,?菜)",08:00-19:00 週一公休,25.03509,121.527229
台北市,中正區,東門鴨莊,02-2321-8877,台北市中正區金山南路一段134號,"臘味拼盤,脆皮燒鴨飯",08:30-20:30,25.0348219,121.527196
台北市,中正區,榮昌食品行,02-2321-0047,台北市中正區金山南路一段141號,"三色湯(福州丸,香菇貢丸,燕丸)",-,25.0349881,121.5275628
台北市,中正區,老牌甘蔗汁,02-2391-4060,台北市中正區金山南路一段142巷1號,甘蔗汁加檸檬,08:00-15:00 週一公休,25.034695,121.5271229
台北市,中正區,江記東門豆花,0968-109709,台北市中正區金山南路一段142巷5號,"甘蔗汁,豆漿,冰豆花,熱豆花",07:30-14:30 週一公休,25.0347819,121.527097
台北市,中正區,黃媽媽米粉湯,0922-238529,台北市中正區金山南路一段144巷(東門市場),"米粉湯,豬肺,黑白切",07:00-15:00 週一公休,25.0386629,121.5285333
台北市,中正區,國軍英雄館如意廳,02-2371-8237,台北市中正區長沙街一段20號,超值早餐國軍英雄館100元吃到飽中西式buffet,06:30-09:00,25.0402858,121.508698
台北市,中正區,謙商旅-東門館,02-23582500,台北市中正區信義路二段163號,"精緻客房,日式罐頭餐",-,25.0340699,121.528913
台北市,中正區,利隆餅店,02-2395-2963,台北市中正區信義路二段79巷15-1號隔壁,"蔥油餅,北方餡餅,韭菜盒子,牛肉餡餅",07:00-13:30,25.0351972,121.5253489
台北市,中正區,東門城滷肉飯,0930-87595,台北市中正區信義路二段87-1號 (東門市場新館12號),招牌滷肉飯+蛋,10:30-13:30 週一公休,25.0329636,121.5654268
台北市,中正區,黃媽媽米粉湯,0922-238529,台北市中正區信義路二段87-1號 (東門市場新館13號),"招牌米粉湯,黑白切",07:00-15:00 週一公休,25.0329636,121.5654268
台北市,中正區,羅媽媽米粉湯,02-2351-3352,台北市中正區信義路二段87-1號 (東門市場新館14號),"米粉湯,黑管,白管,豬肺,脆骨",07:00-15:00 週一公休,25.0329636,121.5654268
台北市,中正區,豆味行(賽門甜不辣),02-2351-8939,台北市中正區南昌路一段64號,"甜不辣,白木耳蓮子湯,豆漿豆花",11:00-21:00,25.0312586,121.5170666
台北市,中正區,馨記桐花小吃,02-2371-2227,台北市中正區南陽街10號,甜不辣炒麵,09:30-22:30,25.0451541,121.5160132
台北市,中正區,肥老闆羊肉羹,02-2388-8383,台北市中正區南陽街15-6號,乾麵,10:30-21:00,25.0442799,121.516147
台北市,中正區,林家乾麵店,02-2339-7387,台北市中正區泉州街11號,"乾麵,蛋包魚丸湯",06:00-13:30 (禮拜一公休),25.0302099,121.514158
台北市,中正區,泉州街蚵仔麵線,02-2305-2100,台北市中正區泉州街32-2號,大腸蚵仔麵線,13:00-19:30,25.025868,121.513439
台北市,中正區,皇家現烤香腸,02-2309-7428,台北市中正區泉州街32號,烤香腸,11:00-19:00,25.025915,121.513327
台北市,中正區,建中黑糖冰,02-2301-6999,台北市中正區泉州街35號,三寶黑糖冰,09:00-20:00,25.0293256,121.51435
台北市,中正區,萬福號,02-2556-1244,台北市中正區重慶北路二段29號,"潤餅,刈包",10:00-21:00,25.054875,121.514422
台北市,中正區,城中市場魷魚羹,,台北市中正區重慶南路一段46巷內(城中市場),"魷魚羹,綜合羹",08:00~18:00,25.0444611,121.5127445
台北市,中正區,城中豆花伯,0936-138583,台北市中正區重慶南路一段46巷內(城中市場),古早味豆花,08:00-18:00,25.0444611,121.5127445
台北市,中正區,陳記京滬酒釀餅,0913-113959,台北市中正區重慶南路一段48號 (郵局前),"酒釀餅(原味,紅豆,綠豆沙,芝麻花生,菜脯豆干)",12:00-19:00,25.044468,121.513113
台北市,中正區,北平田園餡餅粥,02-2314-8032,台北市中正區重慶南路一段5巷1號,"牛肉捲大餅,番茄牛肉麵,麻辣牛肚,爆漿牛肉餡餅,小米粥,洛神花茶",11:00-14:00 17:00-20:00,25.0466836,121.5135772
台北市,中正區,天命庵,02-2322-5642,台北市中正區徐州路34號,"雞皮仙貝,花魚一夜干,日式串燒",17:00-01:00 週一公休,25.0405835,121.52363
台北市,中正區,桃源街王記牛肉麵,0937-860050,台北市中正區桃源街15號,"紅燒牛肉麵,粉蒸排骨",10:00-21:00,25.0416552,121.510576
台北市,中正區,和園小吃,02-2394-0008,台北市中正區紹興南街5-2號,熱炒,-,25.0435706,121.5249556
台北市,中正區,麗園壽司,02-2356-7699,台北市中正區連雲街74-3號1樓,"壽司,芋頭,排骨酥湯,金針排骨酥湯",07:30-14:00 週一公休,25.0342795,121.5299637
台北市,中正區,詔安街米粉湯,0952-277250,台北市中正區詔安街234巷15號 對面,"米粉湯,大腸頭,油豆腐",五六日 07:00-12:30,25.0265551,121.5088693
台北市,中正區,劉山東牛肉麵,02-2311-3581,台北市中正區開封街一段14巷2號,"紅燒牛肉麵,清燉牛肉麵",08:00-20:00,25.0458419,121.513759
台北市,中正區,小南門國爺爺饅頭,,台北市中正區愛國西路與延平南路口,"蔥油餅,饅頭,花捲,槓子頭,大餅",07:00-賣完為止,25.0329636,121.5654268
台北市,中正區,信遠齋,02-2391-0020,台北市中正區新生南路一段170巷15號,招牌燻雞醬肘子,07:00-19:00 每月最後一個週一公休,25.0343091,121.5310386
台北市,中正區,周記家常麵專賣店,02-2371-8008,台北市中正區漢口街一段80巷12-5號,"手工刀切牛肉麵,翡翠雞絲涼麵",11:00-19:00 每月第二、四個星期日公休,25.044582,121.512137
台北市,中正區,蔡萬興老店,02-2351-0848,台北市中正區福州街16-6號,"湖州粽,豆沙粽,排骨菜飯,桂花酒釀湯圓",11:00-14:00 17:00-20:30,25.0284283,121.5180899
台北市,中正區,上海極品軒,02-2388-5880,台北市中正區衡陽路18號,玫瑰湯圓,11:30-14:00 17:00-21:00,25.042232,121.513466
台北市,中正區,龍記嗆鍋麵,02-2382-2057,台北市中正區衡陽路84巷5號,"芙蓉麵,肉絲麵,豬腳",10:30-14:30 16:30-20:30 週日公休,25.0418119,121.510995
台北市,中正區,濟南鮮湯包,02-8773-7596,台北市中正區濟南路三段20號,"絲瓜蝦仁包白果,芋泥盅",二至五及日 11:00-14:30 17:00-21:00 週六 23:00-14:30 17:00-21:00,25.0401249,121.5343487
台北市,中正區,滿舍法式料理,02-3393-8627,台北市中正區臨沂街13巷9號2樓,"油封鴨佐蒜味杏鮑菇,龍蝦汁燴海鮮佐蔬菜丁烤飯","11:40-14:30 18:30-22:30(預約制,需於一日前預約)",25.0423011,121.531125
台北市,中正區,馥園餐廳,02-2321-0279,台北市中正區臨沂街17號,養生套餐,11:30-14:30 17:00-22:00,25.0421934,121.5306699
台北市,中正區,東門赤肉羹,02-2396-8098,台北市中正區臨沂街56-2號,"赤肉羹,魯肉飯,滷蛋,甜不辣",08:00-19:30 週六08:00-15:00 週日公休,25.0352873,121.5279199
台北市,中正區,鋐景國產肉品專賣店,02-2356-3468,台北市中正區臨沂街70號,"御沙朗肉片刺身牛肉麵,頂級菲力牛排,帶骨牛小排麵",生鮮 09:00-20:00 熟食 10:30-15:30 17:00-20:00 週一公休,25.034584,121.527824
台北市,中正區,東門江記客家米食,02-2357-9239,台北市中正區臨沂街75巷11號 (東門市場內),客家蘿蔔糕,07:00-13:20,25.0348644,121.528564
台北市,中正區,義芳福州魚丸,02-2395-1181,台北市中正區臨沂街75巷1號,"三色湯(福州丸,香菇貢丸,燕丸),,魷魚羹,乾拌魚皮,滷肉飯",07:00-19:00,25.0349843,121.5280728
台北市,中正區,金峰魯肉飯,02-2396-0808,台北市中正區羅斯福路一段10號,"滷肉飯,鼎邊趖,頭髓湯,滷蛋",08:00-01:00 假日 08:00-20:30,25.0320629,121.5185214
台北市,中正區,打?生猛海鮮餐廳,02-3322-5589,台北市中正區羅斯福路一段43號,"蒜香牛腱子,脆皮豬腳,金沙軟絲,明太子鮭魚燒,老皮嫩肉,鳳梨蝦球,宮堡皮蛋,炸龍珠,蒜苗鹹豬肉",16:00-02:00,25.0322023,121.5190468
台北市,中正區,億長御坊,02-2393-0383,台北市中正區羅斯福路一段8-1號 (南門市場1F 187.189號),"清椒灌肉,香乾筒蒿,蔥(火靠)鯽魚,油飯,冰糖蓮藕",07:00-18:30,25.0324224,121.5182695
台北市,中正區,快車肉乾,02-2396-5528,台北市中正區羅斯福路一段8號(南門市場內),"肉紙(黑胡椒,原味,海苔,芝麻),元氣條,招牌肉乾",07:30-19:30,25.0322107,121.5183466
台北市,中正區,華園,02-2351-0038,台北市中正區羅斯福路一段8號B1 (南門市場),福州鮮肉湯圓,08:00-18:00 週一公休,25.0322107,121.5183466
台北市,中正區,秦大琳私房菜,02-2363-5811,台北市中正區羅斯福路二段113號2樓,"絲瓜煨麵,豬腳飯",11:00-22:00 週一公休,25.0242825,121.5247641
台北市,中正區,深夜裡的法國手工甜點,,台北市中正區羅斯福路二段174巷與南昌路口 (取貨),"超厚層生巧克力塔,綜合野莓派",18:30-19:00 23:15-23:45 自取場次,25.0254329,121.5235955
台北市,中正區,古亭市場水煎包,0932-151683,台北市中正區羅斯福路二段77巷 (古亭市場口),"芝麻大餅(厚蔥餅)(夏季限定),韭菜水煎包,高麗菜水煎包,蔥油餅",14:00-19:30 週六日公休 賣完為止,25.0262507,121.5238927
台北市,中正區,易牙居餐廳,02-2367-8218,台北市中正區羅斯福路三段286巷16號,"泡菜豆腐煲,芝麻海鮮卷,杏仁豆腐,蟹黃蝦燒賣,蘿蔔糕,蜜汁叉燒酥",11:00-14:3017:00-21:30,25.016037,121.532298
台北市,中正區,銀座餐廳,02-2369-1733,台北市中正區羅斯福路三段286巷4弄5號,"椰汁咖哩雞腿,蛋麵,綜合三味牛肉",平日11:00-14:00 17:00-21:00 假日11:00-14:30 17:00-21:00,25.015819,121.532048
台北市,中正區,陳三鼎黑糖青蛙鮮奶創始店 (100大美食),02-2367-7781,台北市中正區羅斯福路三段316巷8弄2號,黑糖青蛙撞奶,11:30-22:00 週一公休,25.0156477,121.5325292
台北市,中正區,重順川菜餐廳,02-2368-4549,台北市中正區羅斯福路三段316巷8弄3-2號,"左宗棠雞,酥炒臭豆腐,酸辣高麗菜",11:00-14:00 17:00-21:00 假日11:00-14:30 17:00-21:00,25.0157178,121.5326358
台北市,中正區,藍家割包,02-2368-2060,台北市中正區羅斯福路三段316巷8弄3號,"割包,四神湯",11:00-24:00,25.0157793,121.5326079
台北市,中正區,貳樓餐廳,02-2364-1666,台北市中正區羅斯福路三段316巷9弄7號,"水波炒蟹肉火腿洋芋,花生先生,禿頭布魯斯,玫瑰檸檬淚,泡菜碳烤松阪豬起司飯,大嘴巴棉花田鬆餅,全美起司蛋糕",10:00-23:00五六日08:00-23:30,25.0157397,121.531688
台北市,中正區,香帥蛋糕,02-2648-6558,台北市中正區羅斯福路三段94號,"芋頭蛋糕,紅豆蛋糕",10:00-22:00,25.0217052,121.526892
台北市,中正區,通哥日式串燒,0928-230810,台北市中正區羅斯福路四段108巷巷底 (水源市場後面攤位),"雞皮串烤,培根串烤,牛肉串烤,甜不辣,豬小排,七里香,烤油條,蝦仁串",18:00-24:00 週三公休,25.0135683,121.5354861
台北市,中正區,東南亞冰店,02-8369-2388,台北市中正區羅斯福路四段136巷12號,原味冰淇淋,11:00-23:00,25.012592,121.5353935
台北市,中正區,小李豬血糕,02-2368-3417,台北市中正區羅斯福路四段136巷1-3號,豬血糕,12:30-23:00 週二公休,25.0128738,121.5356116
台北市,中正區,一吃獨秀香酥嫩豆腐,02-8369-2905,台北市中正區羅斯福路四段136巷1弄11號1樓,香酥嫩豆腐,15:30-24:00,25.012971,121.5354865
台北市,中正區,公館小吃店,02-2365-8827,台北市中正區羅斯福路四段136巷4-1號,甜不辣,10:00-23:00,25.0126532,121.5356962
台北市,中正區,Hater Cafe,02-2368-0883,台北市中正區羅斯福路四段146號2樓,"牛肉雞排鬆餅漢堡,韓式辣醬甜甜圈漢堡",11:30-15:00 17:30-21:00,25.0126987,121.5359744
台北市,中正區,山西刀削麵 (有素),02-2368-1065,台北市中正區羅斯福路四段24巷12弄10-1號,番茄牛肉刀削麵,11:00-24:00,25.0148512,121.5330258
台北市,中正區,廖家宜蘭蔥餅,0928-810614,台北市中正區羅斯福路四段90巷4號 前,宜蘭蔥餅,15:00-20:00 週三公休,25.0137969,121.534605
台北市,中正區,祥記美食,02-2367-0077,台北市中正區羅斯福路四段92號 (水源市場1樓62攤),"豉汁蚵仔燴飯,海鮮咖哩燴飯,海帶排骨湯",11:00-15:30 17:00-20:00 週一公休,25.0136509,121.5349726
台北市,大同區,老店米粉湯,,台北市大同區大龍街188號 (騎樓),米粉湯,14:00-22:00 週日公休,25.0689501,121.515837
台北市,大同區,簡家大龍峒肉圓,02-2951-1938,台北市大同區大龍街188號 (騎樓),"肉圓,魚丸湯",15:30-23:30,25.0689501,121.515837
台北市,大同區,圓環魯肉飯.肉羹,02-2592-6686,台北市大同區大龍街196號,"滷肉飯,肉羹",05:20-14:00 週日公休,25.0691039,121.515845
台北市,大同區,大龍街炸蛋餅,,台北市大同區大龍街265號 前,"炸蛋餅,豆漿加油條",06:30-10:30 賣完為止,25.0716764,121.5159306
台北市,大同區,大龍街香菇赤肉粥,,台北市大同區大龍街271號 前,"香菇赤肉粥,黃金豆腐,脆皮紅燒肉,酥炸蝦",凌晨-11:00 賣完為止,25.0717907,121.5159395
台北市,大同區,忠哥甜品,0932-823373,台北市大同區大龍街310號 (大龍夜市5號攤),"油薯,糯米粥,燒麻糬",17:30~00:30,25.0717854,121.5157892
台北市,大同區,米朗琪咖啡館,02-2567-3787,台北市大同區中山北路二段16巷23號1樓,超夢幻-草莓奶油鬆餅,平日07:30-22:00 假日09:00-22:00,25.0532033,121.5208739
台北市,大同區,梅滿美食,02-2596-2348,台北市大同區市庫倫街13巷2弄2號,"滷肉飯,爌肉飯,排骨湯",06:00-14:00 週六公休,25.0627243,121.5113064
台北市,大同區,雙連滷味,,台北市大同區民生西路151號(四神湯)旁,"滷味,豬腳,豬尾巴,沙魚,煙鹹水鵝,茶鵝",18:00-23:00,25.057435,121.5176436
台北市,大同區,大胖現打新鮮果汁,,台北市大同區民生西路153號 前,"冬橘子汁,檸檬汁,木瓜牛奶,酪梨牛奶",18:00-02:00 週一公休,25.057035,121.5141638
台北市,大同區,阿桐阿寶四神湯,02-2557-6926,台北市大同區民生西路153號 前,"四神湯,肉包",10:00-05:00,25.057035,121.5141638
台北市,大同區,周照子鐵板燒,02-2557-2780,台北市大同區民生西路155號,"香煎無骨雞腿排,鐵板瓜仔肉,地瓜粥,鐵板炒豬肝,甘蔗汁",17:00-02:00 週二公休,25.0574278,121.5175729
台北市,大同區,阿川蚵仔麵線,02-2552-3962,台北市大同區民生西路198之17號,"乾蚵仔,蚵仔麵線",07:00-17:00 週日公休,25.0570143,121.5162646
台北市,大同區,上佳香菇肉粥,02-2556-9820,台北市大同區民生西路198號之3,"香菇肉粥,雞捲,紅糟肉,蚵仔酥,煎虱目魚肚",07:30-17:30 週四公休,25.0570355,121.5168404
台北市,大同區,太春日本料理,02-2555-3584,台北市大同區民生西路198號之4(新館:寧夏路81號),"路邊攤超人氣日本料理-綜合生魚片,生牛肉",17:00-01:00,25.0570355,121.5168404
台北市,大同區,雙連鵝家莊,02-2557-6709,台北市大同區民生西路205號,"切仔麵,煙燻鵝肉,鵝掌,鵝血湯",16:30-00:30,25.057263,121.516545
台北市,大同區,古早味豆花,0225581800,台北市大同區民生西路210號,"刨冰,雪花冰,鳳梨冰,芋圓豆花",平10:00-01:00假(五六日)10:00-02:00,25.0568835,121.5150268
台北市,大同區,香連鐵板料理,02-2557-4721,台北市大同區民生西路229號,"雙連蛋糕,蜜汁去骨雞腿,櫻桃鴨胸",11:00-02:00,25.0571845,121.5160296
台北市,大同區,老攤肉粥,,台北市大同區民生西路231號 前,"鹹粥,炸蝦,炸甜不辣",05:00-11:00,25.057035,121.5141638
台北市,大同區,詹記雞腳翅,,台北市大同區民生西路231號前,什麼都好吃的涼綜合滷味,19:00-24:00,25.057035,121.5141638
台北市,大同區,波麗路西餐廳,02-2556-0710,台北市大同區民生西路308號,"A餐牛排,A餐咖哩飯,什錦拼盤,杏仁凍,焦糖布丁,克路斯達明蝦盒,起司烤大明蝦",10:00-22:00,25.0568491,121.5120788
台北市,大同區,大肥媽手工潤餅,,台北市大同區民生西路45巷9弄6號 (文昌宮旁的巷子),現做潤餅,二四五 08:30-13:30,25.0589969,121.5210266
台北市,大同區,雙連文花枝?,02-2550-1185,台北市大同區民生西路59號,"花枝羹,大腸煎",09:00-21:30,25.0577654,121.520268
